Stock #,VIN,Year,Make,Model,Odometer,Certified,Photo Count,Color,Interior,Price,"AutoTrader.com
SRP","AutoTrader.com
VDP",MMR Wholesale,KBB Lending,Age,timestamp
9VE86520T,WBAUL73589VE86520,2009,BMW,1 Series,61296.0,No,0,Space Gray Metallic,Black Leather,14890.0,456.0,11.0,7200,11880,2,2021-09-02 05:03:52
HJ016796C3,WDDVP9AB0HJ016796,2017,Mercedes-Benz,B-Class,24122.0,No,0,Polar Silver Metallic,Crystal Gray w/MB-Tex Upholstery,21885.0,56.0,5.0,15700,16632,3,2021-09-02 05:03:52
JU270084C3,55SWF6EBXJU270084,2018,Mercedes-Benz,C-Class,18132.0,No,0,Polar White,Black w/Red Stitching w/Leather Upholstery,48865.0,17.0,0.0,43000,44063,3,2021-09-02 05:03:52
JB076375C3,4JGDA5JB7JB076375,2018,Mercedes-Benz,GLE,42945.0,No,0,Selenite Gray Metallic,Espresso Brown w/MB-Tex Leatherette Seat Trim,46865.0,9.0,0.0,35900,36497,3,2021-09-02 05:03:52
LU030682C3,W1NTG4GB6LU030682,2020,Mercedes-Benz,GLA,7304.0,No,0,Polar White,Sahara Beige w/MB-Tex Upholstery,39870.0,13.0,0.0,34700,35911,3,2021-09-02 05:03:52
L3756715,W1WV0FEY7L3756715,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,610.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3761039,W1WV0FEY7L3761039,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,630.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3757942,W1WV0FEY1L3757942,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,620.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3760486,W1WV0FEY5L3760486,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,635.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3755351,W1WV0FEY1L3755351,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,661.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3751674,W1WV0FEY5L3751674,2020,Mercedes-Benz,Metris,5.0,No,2,Obsidian Black Metallic,black,82999.0,700.0,11.0,25900,34994,3,2021-09-02 05:03:52
L3750852,W1WV0FEY9L3750852,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,615.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3754160,W1WV0FEY0L3754160,2020,Mercedes-Benz,Metris,5.0,No,11,Obsidian Black Metallic,black,82999.0,1311.0,34.0,25900,34994,3,2021-09-02 05:03:52
L3750781,W1WV0FEY1L3750781,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,812.0,1.0,25900,34994,3,2021-09-02 05:03:52
L3757495,W1WV0FEY2L3757495,2020,Mercedes-Benz,Metris,5.0,No,20,Obsidian Black Metallic,black,82999.0,754.0,40.0,25900,34994,3,2021-09-02 05:03:52
L3759707,W1WV0FEY1L3759707,2020,Mercedes-Benz,Metris,5.0,No,3,Obsidian Black Metallic,black,82999.0,764.0,16.0,25900,34994,3,2021-09-02 05:03:52
L3758055,W1WV0FEY1L3758055,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,834.0,0.0,25900,34994,3,2021-09-02 05:03:52
L3754724,W1WV0FEY9L3754724,2020,Mercedes-Benz,Metris,5.0,No,0,Obsidian Black Metallic,black,82999.0,647.0,1.0,25900,34994,3,2021-09-02 05:03:52
L3759169,W1WV0FEYXL3759169,2020,Mercedes-Benz,Metris,5.0,No,11,Obsidian Black Metallic,black,82999.0,820.0,17.0,25900,34994,3,2021-09-02 05:03:52
FA508661T,4JGDA5HB7FA508661,2015,Mercedes-Benz,M-Class,63233.0,No,0,Black,Almond Beige/Mocha w/MB-Tex Leatherette Seat Trim,27880.0,18.0,0.0,23400,25292,4,2021-09-02 05:03:52
DU249310T,4T1BF1FK8DU249310,2013,Toyota,Camry,61343.0,No,9,Super White,Ash w/Fabric Seat Trim,14900.0,48.0,0.0,12000,13295,5,2021-09-02 05:03:52
GB192610T,WDDHF8JB2GB192610,2016,Mercedes-Benz,E-Class,42441.0,No,0,Black,Black w/MB-Tex Upholstery,28965.0,79.0,3.0,24800,27184,5,2021-09-02 05:03:52
L3201533T,4S4BTAAC1L3201533,2020,Subaru,Outback,17332.0,No,0,Ice Silver Metallic,slate black Cloth,29885.0,18.0,0.0,26900,28266,5,2021-09-02 05:03:52
HL573487T,1C4BJWEG0HL573487,2017,Jeep,Wrangler,35079.0,No,0,Black Clearcoat,Black Cloth,38910.0,7.0,0.0,35500,36293,5,2021-09-02 05:03:52
JU258171T,55SWF4JB8JU258171,2018,Mercedes-Benz,C-Class,7965.0,No,0,Selenite Gray Metallic,Black w/MB-Tex Upholstery,31205.0,23.0,0.0,32700,32768,5,2021-09-02 05:03:52
HA049636T,WDDZF4KB3HA049636,2017,Mercedes-Benz,E-Class,38463.0,No,0,Iridium Silver Metallic,Black w/MB-Tex Upholstery,34470.0,53.0,1.0,31600,33516,5,2021-09-02 05:03:52
B5025354T,JTJBM7FX8B5025354,2011,Lexus,GX,87602.0,No,0,Gray,Leather,26450.0,149.0,9.0,20800,24163,6,2021-09-02 05:03:52
HA316026C3,WDDUG8FB7HA316026,2017,Mercedes-Benz,S-Class,37862.0,No,0,Iridium Silver Metallic,Black w/Leather Upholstery,59835.0,124.0,3.0,51600,56364,6,2021-09-02 05:03:52
JU236240C3,55SWF4KB3JU236240,2018,Mercedes-Benz,C-Class,15246.0,No,0,Black,Black w/MB-Tex Upholstery,34885.0,35.0,1.0,31700,32914,6,2021-09-02 05:03:52
JV086254C3,WDC0G4JB6JV086254,2018,Mercedes-Benz,GLC,29019.0,No,0,Polar White,Silk Beige/Black w/MB-Tex Upholstery,36890.0,21.0,0.0,31700,32115,6,2021-09-02 05:03:52
JF067307C3,WDD1J6FB5JF067307,2018,Mercedes-Benz,E-Class,25273.0,No,0,Black,Black w/Nappa Leather Upholstery,49870.0,102.0,0.0,42900,44308,6,2021-09-02 05:03:52
JB110430C3,4JGDF6EE2JB110430,2018,Mercedes-Benz,GLS,20449.0,No,13,Selenite Gray,Black w/MB-Tex Upholstery,62885.0,39.0,1.0,54100,55508,6,2021-09-02 05:03:52
KS595780T,5TDJZRFH5KS595780,2019,Toyota,Highlander,18572.0,No,12,Blizzard Pearl,Black w/Leather Seat Trim,39855.0,19.0,0.0,38100,39669,6,2021-09-02 05:03:52
LW006032C3,WDC4M4HBXLW006032,2020,Mercedes-Benz,GLB,11186.0,No,0,Cosmos Black Metallic,Black w/MB-Tex Upholstery,44870.0,18.0,0.0,41500,41441,6,2021-09-02 05:03:52
LW038391C3,WDD3G4EB7LW038391,2020,Mercedes-Benz,A-Class,14256.0,No,0,Digital White Metallic,Macchiato Beige w/MB-Tex Upholstery,36875.0,46.0,0.0,32700,33192,6,2021-09-02 05:03:52
GR255903T,1GYS4CKJ4GR255903,2016,Cadillac,Escalade,21560.0,No,27,Black Raven,Kona Brown With Jet Black Accents Leather,60950.0,601.0,32.0,51200,58683,6,2021-09-02 05:03:52
D0A11834T,5UXWX9C52D0A11834,2013,BMW,X3,103700.0,No,0,Jet Black,Oyster Leather,13885.0,42.0,1.0,9550,10467,7,2021-09-02 05:03:52
EG209398T,WDCGG8JB0EG209398,2014,Mercedes-Benz,GLK,61571.0,No,0,White,Sahara Beige/Mocha w/MB-Tex Upholstery,22865.0,39.0,0.0,18750,20378,7,2021-09-02 05:03:52
F0P01236T,5UXKR0C58F0P01236,2015,BMW,X5,45778.0,No,9,Brown Metallic,Canberra Beige Leather,29805.0,843.0,76.0,25100,27844,7,2021-09-02 05:03:52
FVZ93918T,WBAVM1C59FVZ93918,2015,BMW,X1,50878.0,No,0,Le Mans Blue Metallic,Sand Beige Leather,19485.0,86.0,2.0,14700,15992,7,2021-09-02 05:03:52
HU206407C3,55SWF4JB1HU206407,2017,Mercedes-Benz,C-Class,32347.0,No,0,Black,Black w/MB-Tex Upholstery,27870.0,16.0,0.0,24900,26248,7,2021-09-02 05:03:52
JA436786C3,WDDZF4JB8JA436786,2018,Mercedes-Benz,E-Class,16115.0,No,9,Diamond Silver Metallic,Macchiato Beige / Black w/MB-Tex Upholstery,41875.0,43.0,0.0,39700,40743,7,2021-09-02 05:03:52
LA176516C3,4JGFB4JB5LA176516,2020,Mercedes-Benz,GLE,16114.0,No,0,Black,Macchiato/Magmagray w/MB-Tex Leatherette Seat Trim,59725.0,92.0,1.0,57400,56375,7,2021-09-02 05:03:52
LA848630C3,W1KZF8DB2LA848630,2020,Mercedes-Benz,E-Class,15786.0,No,0,Black,Macchiato Beige/Black w/MB-Tex Upholstery,53860.0,55.0,0.0,46200,46434,7,2021-09-02 05:03:52
LJ688300C3,WDCTG4EB4LJ688300,2020,Mercedes-Benz,GLA,7805.0,No,17,Polar White,Black w/MB-Tex Upholstery,37995.0,28.0,0.0,33200,32855,7,2021-09-02 05:03:52
JA440146C3,WDDZF6GBXJA440146,2018,Mercedes-Benz,E-Class,31221.0,No,0,Selenite Gray Metallic,Black w/MB-Tex Upholstery,45850.0,67.0,3.0,39400,42506,7,2021-09-02 05:03:52
FNT02402T,WBA3B1G56FNT02402,2015,BMW,3 Series,59061.0,No,9,Silver Metallic,Venetian Beige,18470.0,264.0,2.0,13800,16413,8,2021-09-02 05:03:52
JC503092T,1C4RJFBG0JC503092,2018,Jeep,Grand Cherokee,17443.0,No,9,Diamond Black Crystal Pearlcoat,Black Leather,35815.0,131.0,11.0,32600,34524,8,2021-09-02 05:03:52
JA472815P,WDC0G6EB0JF472815,2018,Mercedes-Benz,GLC,19911.0,No,4,Polar White,Black w/Red Stitching w/Leather Upholstery or Leather Upholstery,50955.0,269.0,20.0,47700,48496,8,2021-09-02 05:03:52
FR685946T,1GKS2CKJ4FR685946,2015,GMC,Yukon,66395.0,No,8,Summit White,Jet Black Leather,46815.0,53.0,0.0,36900,42953,8,2021-09-02 05:03:52
C2049156T,JTJBC1BA8C2049156,2012,Lexus,RX,91863.0,No,0,Obsidian,Black w/Smooth Perforated Leather Seat Trim,19830.0,182.0,2.0,12350,17036,9,2021-09-02 05:03:52
ER386766T,2C4RC1BG7ER386766,2014,Chrysler,Town & Country,60093.0,No,4,Maximum Steel Metallic Clearcoat,Black/Light Graystone Leather,15825.0,133.0,3.0,10050,14023,9,2021-09-02 05:03:52
FA172811T,1HGCR2F86FA172811,2015,Honda,Accord,59507.0,No,0,White,Leather,19785.0,50.0,2.0,16600,18058,9,2021-09-02 05:03:52
KF632454P,WDC0G4KB3KF632454,2019,Mercedes-Benz,GLC,12504.0,No,16,Polar White,Black w/MB-Tex Upholstery,39890.0,88.0,1.0,38400,39710,9,2021-09-02 05:03:52
JM174683U,3TMCZ5ANXJM174683,2018,Toyota,Tacoma,39963.0,No,18,Midnight Black Metallic,Black Pkg/Gun Metal w/Leather Seat Trim,39780.0,109.0,0.0,29800,38291,10,2021-09-02 05:03:52
E0391330T,JTDKN3DU0E0391330,2014,Toyota,Prius,139276.0,No,7,Blizzard Pearl,Dark Gray w/Fabric Seat Trim,11535.0,1226.0,35.0,7750,8860,11,2021-09-02 05:03:52
KA494683T,WDDZF4KB2KA494683,2019,Mercedes-Benz,E-Class,15810.0,No,5,Black,Black w/MB-Tex Upholstery,51815.0,160.0,5.0,43100,45948,11,2021-09-02 05:03:52
EC101190T,1C4RJFBG9EC101190,2014,Jeep,Grand Cherokee,116672.0,No,15,Deep Cherry Red Crystal Pearlcoat,Black/Lt Frost Beige Leather,18860.0,220.0,1.0,14700,17319,11,2021-09-02 05:03:52
EC517307T,5N1AL0MM9EC517307,2014,INFINITI,QX60,70870.0,No,10,Midnight Garnet,Graphite Leather,22470.0,233.0,0.0,16000,19639,11,2021-09-02 05:03:52
EA411990T,4JGDA5HB3EA411990,2014,Mercedes-Benz,M-Class,70885.0,No,21,,Black w/MB-Tex Leatherette Seat Trim,23855.0,142.0,2.0,19400,21788,12,2021-09-02 05:03:52
G0197743T,1G6AX5SS7G0197743,2016,Cadillac,CTS,92243.0,No,4,Crystal White Tricoat,Jet Black With Jet Black Accents Leather,23785.0,369.0,3.0,19150,19350,12,2021-09-02 05:03:52
FK203204T,WBA3C3C50FK203204,2015,BMW,3 Series,42460.0,No,17,Mineral Grey Metallic,Black,19830.0,275.0,10.0,15750,17946,12,2021-09-02 05:03:52
EF720894T,WBA3N9C50EF720894,2014,BMW,4 Series,55188.0,No,21,Jet Black,Black w/SensaTec Leatherette Upholstery,21820.0,182.0,1.0,18850,21516,12,2021-09-02 05:03:52
GP233395P,WDAPF4CC8GP233395,2016,Mercedes-Benz,Sprinter 3500,7581.0,No,11,Brilliant Silver Metallic,Black w/Leatherette Seat Trim,129900.0,2605.0,103.0,67800,52512,13,2021-09-02 05:03:52
HA108563P,WDDZF4KB2HA108563,2017,Mercedes-Benz,E-Class,52790.0,No,10,Black,Black w/MB-Tex Upholstery,34715.0,264.0,7.0,29800,31802,13,2021-09-02 05:03:52
LCE42275T,WBAGV4C03LCE42275,2020,BMW,8 Series,808.0,No,0,White Metallic,Tartufo/Black Leather,84900.0,654.0,4.0,-,83244,13,2021-09-02 05:03:52
HN430542P,WDDSJ4GB2HN430542,2017,Mercedes-Benz,CLA,36638.0,No,18,Cirrus White,Black w/MB-Tex Leatherette Seat Trim,26840.0,209.0,3.0,25700,26043,14,2021-09-02 05:03:52
JF740863P,WDDWJ4KB4JF740863,2018,Mercedes-Benz,C-Class,15869.0,Yes,10,Polar White,Black w/MB-Tex Upholstery,40720.0,324.0,6.0,33400,37317,14,2021-09-02 05:03:52
KM163688T,3VWE57BU3KM163688,2019,Volkswagen,Jetta,32236.0,No,25,Blue,Titan Black w/Cloth Seat Trim,21760.0,110.0,1.0,20500,22724,14,2021-09-02 05:03:52
JF068988P,WDD1J6GB7JF068988,2018,Mercedes-Benz,E-Class,23102.0,No,10,Selenite Gray Metallic,Black w/Leather Upholstery,51660.0,528.0,25.0,45200,46567,14,2021-09-02 05:03:52
JB199290C3,4JGDA5JB0JB199290,2018,Mercedes-Benz,GLE,19129.0,No,25,Polar White,Espresso Brown w/MB-Tex Leatherette Seat Trim,47790.0,188.0,5.0,40200,40876,15,2021-09-02 05:03:52
GF011450T,WDC0G4KB3GF011450,2016,Mercedes-Benz,GLC,64841.0,No,11,Lunar Blue Metallic,Silk Beige/Black w/MB-Tex Upholstery,29620.0,142.0,3.0,24200,25355,16,2021-09-02 05:03:52
KU288031C3,55SWF8EB6KU288031,2019,Mercedes-Benz,C-Class,12081.0,No,6,Polar White,AMG Silk Beige w/MB-Tex Upholstery,41625.0,223.0,13.0,36900,37839,16,2021-09-02 05:03:52
GKA42024T,WP1AF2A28GKA42024,2016,Porsche,Cayenne,33761.0,No,19,Black,Leather,55995.0,2239.0,123.0,43200,42689,16,2021-09-02 05:03:52
HA150079PP,WDDZF4KB9HA150079,2017,Mercedes-Benz,E-Class,42784.0,No,25,Black,Macchiato Beige/Espresso w/MB-Tex Upholstery,33755.0,505.0,15.0,31000,32864,17,2021-09-02 05:03:52
JV110962P,WDC0G4KB3JV110962,2018,Mercedes-Benz,GLC,21691.0,No,14,Polar White,Black w/MB-Tex Upholstery,37585.0,225.0,3.0,35600,36342,17,2021-09-02 05:03:52
M9G70314U,5UX2V1C08M9G70314,2021,BMW,X4,6980.0,No,25,Alpine White,Tacora Red w/Contrast Stitching w/Vernasca Leather Upholstery,59185.0,486.0,13.0,52900,55971,17,2021-09-02 05:03:52
KD171412T,1C4PJLCX7KD171412,2019,Jeep,Cherokee,12944.0,No,3,Velvet Red Pearlcoat,Black Cloth,23520.0,182.0,5.0,23200,24257,18,2021-09-02 05:03:52
BA744399T,4JGBF7BE3BA744399,2011,Mercedes-Benz,GL-Class,116317.0,No,27,White,Cashmere w/MB-Tex Upholstery,14895.0,772.0,14.0,9600,12359,18,2021-09-02 05:03:52
JA723781T,SALYL2RX4JA723781,2018,Land Rover,Range Rover Velar,34044.0,No,25,Yulong White,Ebony w/Light Oyster Stitch w/Perforated Grained Leather Seat Trim or Perforated Grained Leather & Suedecloth Seat Trim or Perforated Windsor Leather Seat Trim,53320.0,209.0,4.0,47500,48580,19,2021-09-02 05:03:52
FU006875T,55SWF4KB4FU006875,2015,Mercedes-Benz,C-Class,61686.0,No,25,Silver,Black w/MB-Tex Upholstery,19980.0,638.0,31.0,18650,20435,19,2021-09-02 05:03:52
GB282665P,WDDHF8JB6GB282665,2016,Mercedes-Benz,E-Class,33884.0,No,24,Iridium Silver Metallic,Black w/MB-Tex Upholstery,29670.0,986.0,48.0,25800,28303,20,2021-09-02 05:03:52
JA359245C3,WDDUG6GB2JA359245,2018,Mercedes-Benz,S-Class,30720.0,No,26,designo Diamond White,Silk Beige/Espresso Brown w/Leather Upholstery,65620.0,567.0,12.0,56500,60069,20,2021-09-02 05:03:52
JA369058C3,WDDUG8DB9JA369058,2018,Mercedes-Benz,S-Class,21333.0,No,26,Ruby Black Metallic,Mahogany/Silk Beige w/Exclusive Nappa Leather Upholstery,81235.0,837.0,11.0,70800,74699,20,2021-09-02 05:03:52
KN527709T,1N6AA1F4XKN527709,2019,Nissan,Titan XD,33425.0,No,25,Gun Metallic,Black Leather,45465.0,384.0,2.0,38400,-,20,2021-09-02 05:03:52
8KP38588T,WBAVC73588KP38588,2008,BMW,3 Series,125564.0,No,25,Crimson Red,Black Leather,7515.0,941.0,22.0,4325,5672,21,2021-09-02 05:03:52
EG330389P,WDCGG0EB7EG330389,2014,Mercedes-Benz,GLK,61297.0,No,4,Black,Mocha w/Leather Seating,21390.0,1575.0,73.0,16400,19680,21,2021-09-02 05:03:52
HA261170C3,WDDZF4JB0HA261170,2017,Mercedes-Benz,E-Class,31915.0,No,25,Selenite Gray Metallic,Black w/MB-Tex Upholstery,35725.0,190.0,2.0,31500,33267,21,2021-09-02 05:03:52
JA388502C3,WDDUG8DB9JA388502,2018,Mercedes-Benz,S-Class,32769.0,No,26,Black,Black w/Nappa Leather Upholstery,78785.0,675.0,2.0,66200,70651,21,2021-09-02 05:03:52
JB118686C3,4JGDA5JB5JB118686,2018,Mercedes-Benz,GLE,20449.0,Yes,13,Selenite Gray Metallic,Espresso Brown w/MB-Tex Leatherette Seat Trim,45630.0,184.0,0.0,39900,40403,21,2021-09-02 05:03:52
JA285273P,WDDZF8KB4JA285273,2018,Mercedes-Benz,E-Class,15447.0,Yes,9,Lunar Blue Metallic,Nut Brown/Black w/Nappa Leather Upholstery,89900.0,2992.0,17.0,81900,85118,21,2021-09-02 05:03:52
KC576495T,1C4SDJCT1KC576495,2019,Dodge,Durango,29100.0,No,24,White Knuckle Clearcoat,Black Leather,45395.0,372.0,15.0,40900,43920,21,2021-09-02 05:03:52
EA396098T,4JGDA5JB2EA396098,2014,Mercedes-Benz,M-Class,88167.0,No,25,Blue Metallic,Almond Beige w/MB-Tex Leatherette Seat Trim,21825.0,183.0,2.0,17250,18981,21,2021-09-02 05:03:52
CB085007T,5FNYF4H78CB085007,2012,Honda,Pilot,106883.0,No,26,Polished Metal Metallic,Black w/Leather-Trimmed Seat Trim,17680.0,387.0,11.0,12200,14921,22,2021-09-02 05:03:52
KA532946C3,WDDZF4KB2KA532946,2019,Mercedes-Benz,E-Class,36760.0,No,10,Polar White,Black w/MB-Tex Upholstery,48460.0,302.0,4.0,39700,40722,22,2021-09-02 05:03:52
F8283386T,JF2GPASC9F8283386,2015,Subaru,XV Crosstrek,109682.0,No,9,Desert Khaki,black Leather,18495.0,497.0,6.0,12150,14354,24,2021-09-02 05:03:52
KW034921P,WDD3G4FB5KW034921,2019,Mercedes-Benz,A-Class,12801.0,No,25,,,35495.0,329.0,3.0,32300,34328,24,2021-09-02 05:03:52
HA109130T,1HGCR2F84HA109130,2017,Honda,Accord,29990.0,No,11,White Orchid,Leather,24385.0,238.0,5.0,22000,23105,25,2021-09-02 05:03:52
E9286056T,2G4GU5GX2E9286056,2014,Buick,Regal,107830.0,No,10,Copper Red Metallic,Ebony Leather,17165.0,740.0,21.0,-,11203,25,2021-09-02 05:03:52
9K279317T,WMEEJ31X39K279317,2009,smart,Fortwo,44403.0,No,21,Deep Black,Design Black w/Leather Seat Trim,6690.0,4824.0,96.0,2150,4039,26,2021-09-02 05:03:52
DF204890T,WDDKK7DFXDF204890,2013,Mercedes-Benz,E-Class,75097.0,No,21,Designo Graphite,Black w/Premium Leather Upholstery,29210.0,2767.0,67.0,21500,24225,26,2021-09-02 05:03:52
LA112513T,1HGCV1F39LA112513,2020,Honda,Accord,837.0,No,25,Radiant Red Metallic,Black w/Cloth Seat Trim,28575.0,135.0,1.0,28800,29072,26,2021-09-02 05:03:52
GB180778T,WDDHF5KB6GB180778,2016,Mercedes-Benz,E-Class,43000.0,No,25,Iridium Silver Metallic,Black w/MB-Tex Upholstery,29410.0,931.0,35.0,24800,26515,26,2021-09-02 05:03:52
KV126460T,WDC0G4JB0KV126460,2019,Mercedes-Benz,GLC,27192.0,No,25,Selenite Gray Metallic,Black w/MB-Tex Upholstery,39575.0,92.0,1.0,31900,34920,26,2021-09-02 05:03:52
GM264183T,3VWD67AJ8GM264183,2016,Volkswagen,Jetta,52419.0,No,11,Gray,Cloth,14875.0,308.0,9.0,11650,14748,26,2021-09-02 05:03:52
EBB07150T,2FMDK3GC6EBB07150,2014,Ford,Edge,105733.0,No,22,Ingot Silver Metallic,Medium Light Stone w/Cloth Bucket Seats,13420.0,207.0,2.0,8600,11362,27,2021-09-02 05:03:52
GU107967T,55SWF4JB6GU107967,2016,Mercedes-Benz,C-Class,55410.0,No,26,Iridium Silver Metallic,Black w/MB-Tex Upholstery,27235.0,161.0,4.0,20100,21657,27,2021-09-02 05:03:52
HA870687T,4JGDA5HB0HA870687,2017,Mercedes-Benz,GLE,39730.0,No,25,Silver,Black w/MB-Tex Leatherette Seat Trim,36590.0,387.0,5.0,32200,34879,27,2021-09-02 05:03:52
JB153856P,4JGDA5HB6JB153856,2018,Mercedes-Benz,GLE,29949.0,No,26,Lunar Blue Metallic,Black w/MB-Tex Leatherette Seat Trim,44580.0,499.0,6.0,39500,41789,27,2021-09-02 05:03:52
JV080853T,WDC0G4KB0JV080853,2018,Mercedes-Benz,GLC,26450.0,No,12,Polar White,Black w/MB-Tex Upholstery,36340.0,177.0,2.0,34700,34947,27,2021-09-02 05:03:52
HPF92964T,ZACCJAAB8HPF92964,2017,Jeep,Renegade,71649.0,No,11,Alpine White,Black Cloth,17120.0,132.0,1.0,13900,15137,27,2021-09-02 05:03:52
JB014173P,4JGDA7FB9JB014173,2018,Mercedes-Benz,GLE,11755.0,No,13,designo Diamond White Metallic,Black w/Exclusive Nappa Leather Upholstery,73045.0,3177.0,128.0,69800,74980,28,2021-09-02 05:03:52
G5E53777T,WBXHT3C37G5E53777,2016,BMW,X1,54462.0,No,25,White Metallic,Mocha Leather,23955.0,584.0,27.0,20900,21652,29,2021-09-02 05:03:52
KF612853C3,WDC0G5EB3KF612853,2019,Mercedes-Benz,GLC,22333.0,No,25,Iridium Silver Metallic,Black w/MB-Tex Upholstery,41785.0,404.0,2.0,40300,35978,29,2021-09-02 05:03:52
JV112229C3,WDC0G4KB9JV112229,2018,Mercedes-Benz,GLC,41186.0,No,23,Selenite Gray Metallic,Black w/MB-Tex Upholstery,33525.0,333.0,9.0,32100,32605,29,2021-09-02 05:03:52
GH155040T,SALVP2BG1GH155040,2016,Land Rover,Range Rover Evoque,47010.0,No,25,Firenze Red Metallic,Ebony/Ebony w/Grained Leather Seat Trim,28420.0,1453.0,55.0,25600,27332,30,2021-09-02 05:03:52
GN366298T,WDDSJ4GB5GN366298,2016,Mercedes-Benz,CLA,63354.0,No,14,Red,Black w/MB-TEX w/DINAMICA Inserts & Red Contrast Stitching,22990.0,490.0,26.0,19800,22571,30,2021-09-02 05:03:52
JB172467C3,4JGDA5HB2JB172467,2018,Mercedes-Benz,GLE,52752.0,No,24,Black,Ginger Beige/Espresso Brown w/MB-Tex Leatherette Seat Trim,41385.0,720.0,2.0,35500,35671,30,2021-09-02 05:03:52
JF423353C3,WDC0G6EB7JF423353,2018,Mercedes-Benz,GLC,35584.0,No,26,Polar White,Black w/Leather Upholstery or Leather Upholstery,49385.0,1163.0,45.0,44700,45756,30,2021-09-02 05:03:52
LA172537C3,4JGFB4KB6LA172537,2020,Mercedes-Benz,GLE,5781.0,No,27,Mojave Silver Metallic,Black w/MB-Tex Leatherette Seat Trim,62690.0,1036.0,17.0,60400,60858,30,2021-09-02 05:03:52
LA062652C3,4JGFB4KB4LA062652,2020,Mercedes-Benz,GLE,34382.0,No,6,Selenite Gray Metallic,Espresso Brown w/MB-Tex Leatherette Seat Trim,63310.0,907.0,13.0,51900,53944,30,2021-09-02 05:03:52
CDX02304T,WBAXG5C5XCDX02304,2012,BMW,5 Series,107103.0,No,25,Alpine White,Black,12095.0,586.0,12.0,7525,9225,31,2021-09-02 05:03:52
LCD64121T,WBSAE0C0XLCD64121,2020,BMW,M8,1821.0,No,25,Alpine White,Black Full Merino Leather,131635.0,2928.0,177.0,124000,133263,31,2021-09-02 05:03:52
LA025105T,WDDYJ8AA2LA025105,2020,Mercedes-Benz,AMG® GT,10861.0,No,21,Iridium Silver Metallic,Silver Pearl/Black w/Diamond Stitching w/Exclusive Nappa Leather Upholstery,148575.0,6202.0,317.0,130000,140852,31,2021-09-02 05:03:52
KV136753T,WDC0G4KB1KV136753,2019,Mercedes-Benz,GLC,32337.0,No,12,Mojave Silver Metallic,Black w/MB-Tex Upholstery,37235.0,659.0,13.0,35500,37051,31,2021-09-02 05:03:52
7H541470T,2HNYD28847H541470,2007,Acura,MDX,176012.0,No,0,Gray,Leather,8450.0,19.0,0.0,4625,6206,32,2021-09-02 05:03:52
9A539870T,WBAUU33529A539870,2009,BMW,3 Series,76032.0,No,26,Monaco Blue Metallic,Beige,12885.0,504.0,21.0,8800,9929,32,2021-09-02 05:03:52
LU321381T,4T1M11AK1LU321381,2020,Toyota,Camry,10187.0,No,26,Celestial Silver Metallic,Cloth,26195.0,744.0,7.0,26300,27039,32,2021-09-02 05:03:52
ES020703T,5TDJKRFH5ES020703,2014,Toyota,Highlander,57562.0,No,26,Attitude Black Metallic,Black w/Perforated Leather Seat Material,28305.0,1451.0,54.0,22400,24688,32,2021-09-02 05:03:52
FU035493T,55SWF4KB3FU035493,2015,Mercedes-Benz,C-Class,61546.0,No,25,Gray,Black w/MB-Tex Upholstery,19290.0,1719.0,94.0,18650,20205,32,2021-09-02 05:03:52
DA148157T,4JGDF7CE9DA148157,2013,Mercedes-Benz,GL-Class,84708.0,No,27,Diamond White Metallic,Black w/MB-Tex Upholstery,23935.0,1316.0,42.0,17700,21639,32,2021-09-02 05:03:52
JB161552T,4JGDF7DE8JB161552,2018,Mercedes-Benz,GLS,22351.0,No,26,White,Black w/Leather Upholstery,70670.0,1629.0,84.0,67300,68559,33,2021-09-02 05:03:52
BF607038T,WDCGG8HB0BF607038,2011,Mercedes-Benz,GLK,88496.0,No,23,Capri Blue Metallic,Almond/Black w/Full Leather Seat Trim,14855.0,1204.0,49.0,11350,11978,33,2021-09-02 05:03:52
A5497377T,WD3PE7CC1A5497377,2010,Mercedes-Benz,Sprinter 2500,163521.0,No,0,Arctic White,Black w/LIMA Cloth Seat Trim or Leatherette Seat Trim,24900.0,8189.0,85.0,13400,-,34,2021-09-02 05:03:52
B5365518T,KNAFU4A28B5365518,2011,Kia,Forte,145915.0,No,2,Ebony Black,Stone,5330.0,280.0,7.0,2300,4272,34,2021-09-02 05:03:52
